catalog_id,category,title,release_date,authors,wiki_url_mmm,download_url_mmm_docman,youtube_longplay_url
FG-002,Fan Games,Maniac Manison Deluxe 1.3 (veraltet),(wrong) Created on 30 March 2007.,LucasFan,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=97,https://www.youtube.com/watch?v=u94DXXHVm18
FG-003,Fan Games,Murder in a wheel,(wrong) Created on 30 March 2007.,Eshaktaar,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=98,https://www.youtube.com/watch?v=e8kJEupWePk
FG-004,Fan Games,Cedric and the Revolution,(wrong) Created on 30 March 2007.,Bernie,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=94,https://www.youtube.com/watch?v=sDE6yjGhVNI
FG-005,Fan Games,Lucas Maniac!,(wrong) Created on 30 March 2007.,Marion Poinsot,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=96,https://www.youtube.com/watch?v=ygnSqxxc-7s
FG-006,Fan Games,Die neuen Abenteuer des Zak McKracken,2002,LucasFan,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=95,https://www.youtube.com/watch?v=QVJwrtmeLuk
FG-007,Fan Games,IWWHIIWWHITOMIROTPG: The Game!,Created on 02 December 2009.,monkey_05_06,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=340,https://www.youtube.com/watch?v=cSbYMBABPOo
FG-008,Fan Games,Der neue Wahnsinn der Familie Herfurth,Created on 11 September 2014.,JPJF,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=399,https://www.youtube.com/watch?v=k4Mou1aJDhg&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=33&pp=iAQB
FG-009,Fan Games,The Tale of Lonkey Island,Created on 19 October 2016.,Cmdr,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=423,https://www.youtube.com/watch?v=ARx8ltXCq78
FG-010,Fan Games,Das Niemandsland,Created on 03 December 2016.,JPJF,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=424,https://www.youtube.com/watch?v=sfeMh-l01G8&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=34&pp=iAQB
FG-011,Fan Games,Maniac Metalhead Mania,Created on 01 November 2020.,JPJF,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=452 (wrong),https://www.youtube.com/watch?v=gJrrCh95o1c&list=PLF3YnSazju8HuHX3V4SNjDV_JGZ684Hnl&index=1&pp=iAQB
FG-012,Fan Games,Maniac Metalhead Mania II,Created on 01 April 2022.,JPJF,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=452,https://www.youtube.com/watch?v=2ibZz4BQm7Q&list=PLF3YnSazju8HuHX3V4SNjDV_JGZ684Hnl&index=2&pp=iAQB
FM-001,Fan Movies,Doktor in da House,Created on 17 April 2007.,MisterL,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=109,https://www.youtube.com/watch?v=7z179jOTrvc&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=25&pp=iAQB
FM-002,Fan Movies,Doktor in da House II,Created on 17 April 2007.,MalleTheRedPhoenix,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=110,https://www.youtube.com/watch?v=-qcwJBiE9cc&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=26&pp=iAQB0gcJCQQLAYcqIYzv
FM-003,Fan Movies,Kochen mit Fred und Ed,Created on 17 April 2007.,Agent Cat,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=111,https://www.youtube.com/watch?v=HJtJwHHjz4A&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=28&pp=iAQB
FM-004,Fan Movies,The new president,Created on 15 July 2007.,DarthConan,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=158,https://www.youtube.com/watch?v=JboUdrXW7ro&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=29&pp=iAQB
FM-005,Fan Movies,Doktor in da House III,Created on 13 May 2008.,MalleTheRedPhoenix,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=282,https://www.youtube.com/watch?v=7HRK22sS26o&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=27&pp=iAQB
FM-007,Fan Movies,5th Maniac Birthday - Der Film,Created on 11 March 2010.,Bòógieman,,https://www.maniac-mansion-mania.com/index.php/en/component/docman/?task=doc_download&gid=349,https://www.youtube.com/watch?v=akeXSZwW9DE&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=24
FM-008,Fan Movies,Silvester 2011 - Dinner for one,Created on 02 January 2012.,Endres,,https://www.maniac-mansion-mania.com/index.php/en/resources-mainmenu-76/downloads.html?task=doc_download&gid=381,https://www.youtube.com/watch?v=T-9EEfNAd0E&list=PLF3YnSazju8H4Rc-lY6Ccp3E8nz34OJuh&index=30&pp=iAQB
